LLM Rater
  Provider: anthropic
  Model: claude-sonnet-4-5
  Source: webcam
  RPM limit: 50
  Download timeout: 30s
  API timeout:      60s
  Skip rated: True
  Write to DB: True
  Dry run: False
  Verbose: False
  Output: ml/artifacts/llm_ratings/ratings_20260507_071316.csv
Connecting to Postgres…
  connected.
  Images to rate: 29611
[1/29611] record 66407: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 8.8s, total 9.1s)
[16278/29611] record 84180: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.8s)
[16279/29611] record 84181: q=0.00 sunset=False conf=1.00  (dl 0.3s, api 3.3s, total 3.5s)
[16280/29611] record 84182: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[16281/29611] record 84183: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 5.8s, total 5.9s)
[16282/29611] record 84184: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[16283/29611] record 84185: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.1s)
[16284/29611] record 84186: q=0.00 sunset=False conf=1.00  (dl 0.1s, api 2.4s, total 2.5s)
[16285/29611] record 84187: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.5s, total 2.6s)
[16286/29611] record 84188: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.4s, total 3.5s)
[16287/29611] record 84189: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[16288/29611] record 84190: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.5s, total 2.7s)
[16289/29611] record 84191: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[16290/29611] record 84192: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.4s, total 3.6s)
[16291/29611] record 84193: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[16292/29611] record 84194: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.1s)
[16293/29611] record 84195: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[16294/29611] record 84196: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.6s, total 4.8s)
[16295/29611] record 84197: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 3.0s, total 3.1s)
[16296/29611] record 84198: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.4s, total 3.6s)
[16297/29611] record 84199: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 3.2s, total 3.5s)
[16298/29611] record 84200: q=0.05 sunset=False conf=0.90  (dl 0.2s, api 3.7s, total 3.9s)
[16299/29611] record 84201: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.8s, total 4.0s)
[16300/29611] record 84202: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.6s, total 3.7s)
[16301/29611] record 84203: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 4.2s, total 4.3s)
[16302/29611] record 84204: q=0.35 sunset=True conf=0.70  (dl 0.3s, api 3.6s, total 3.8s)
[16303/29611] record 84205: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[16304/29611] record 84206: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.4s, total 3.5s)
[16305/29611] record 84207: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.5s, total 3.7s)
[16306/29611] record 84208: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[16307/29611] record 84209: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[16308/29611] record 84210: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.4s)
[16309/29611] record 84211: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.2s, total 3.4s)
[16310/29611] record 84212: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 3.3s, total 3.5s)
[16311/29611] record 84213: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 4.0s, total 4.2s)
[16312/29611] record 84214: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 4.3s, total 4.5s)
[16313/29611] record 84215: q=0.78 sunset=True conf=0.85  (dl 0.2s, api 3.9s, total 4.1s)
[16314/29611] record 84216: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.4s)
[16315/29611] record 84217: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 5.1s, total 5.3s)
[16316/29611] record 84218: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.3s, total 4.5s)
[16317/29611] record 84219: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 4.2s, total 4.4s)
[16318/29611] record 84220: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 5.4s, total 5.6s)
[16319/29611] record 84221: q=0.00 sunset=False conf=0.95  (dl 0.5s, api 4.1s, total 4.5s)
[16320/29611] record 84222: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.6s)
[16321/29611] record 84223: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 3.7s, total 3.8s)
[16322/29611] record 84224: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.8s, total 3.9s)
[16323/29611] record 84225: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.8s, total 3.0s)
[16324/29611] record 84226: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.1s, total 4.2s)
[16325/29611] record 84227: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.8s, total 3.9s)
[16326/29611] record 84228: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.9s, total 3.1s)
[16327/29611] record 84229: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 4.0s, total 4.2s)
[16328/29611] record 84230: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 4.1s, total 4.3s)
[16329/29611] record 84231: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[16330/29611] record 84232: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.6s, total 3.8s)
[16331/29611] record 84233: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[16332/29611] record 84234: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.4s, total 2.6s)
[16333/29611] record 84235: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[16334/29611] record 84236: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.6s, total 2.8s)
[16335/29611] record 84237: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.6s, total 3.8s)
[16336/29611] record 84238: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.7s, total 2.8s)
[16337/29611] record 84239: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.5s, total 3.7s)
[16338/29611] record 84240: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.6s, total 3.8s)
[16339/29611] record 84241: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[16340/29611] record 84242: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.9s, total 4.0s)
[16341/29611] record 84243: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 2.5s, total 2.7s)
[16342/29611] record 84244: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.4s, total 2.6s)
[16343/29611] record 84245: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.7s, total 2.9s)
[16344/29611] record 84246: q=0.25 sunset=True conf=0.60  (dl 0.2s, api 7.2s, total 7.4s)
[16345/29611] record 84247: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[16346/29611] record 84248: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[16347/29611] record 84249: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.6s, total 3.8s)
[16348/29611] record 84250: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 6.0s, total 6.2s)
[16349/29611] record 84251: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[16350/29611] record 84252: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.4s)
[16351/29611] record 84253: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.7s, total 2.9s)
[16352/29611] record 84254: q=0.35 sunset=True conf=0.75  (dl 0.3s, api 2.7s, total 2.9s)
[16353/29611] record 84255: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 3.4s, total 3.6s)
[16354/29611] record 84256: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.3s, total 2.5s)
[16355/29611] record 84257: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 2.8s, total 3.0s)
[16356/29611] record 84258: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[16357/29611] record 84259: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[16358/29611] record 84260: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.2s, total 3.3s)
[16359/29611] record 84261: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.0s, total 4.2s)
[16360/29611] record 84262: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 4.0s, total 4.2s)
[16361/29611] record 84263: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.9s, total 4.1s)
[16362/29611] record 84264: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.4s, total 2.6s)
[16363/29611] record 84265: q=0.45 sunset=True conf=0.65  (dl 0.2s, api 64.6s, total 64.9s)
[16364/29611] record 84266: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.7s, total 4.0s)
[16365/29611] record 84267: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.6s, total 3.8s)
[16366/29611] record 84268: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.7s, total 3.9s)
[16367/29611] record 84269: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 3.6s, total 3.7s)
[16368/29611] record 84270: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[16369/29611] record 84271: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.6s, total 3.8s)
[16370/29611] record 84272: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.6s)
[16371/29611] record 84273: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.8s, total 3.0s)
[16372/29611] record 84274: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 3.8s, total 4.0s)
[16373/29611] record 84275: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.5s, total 4.7s)
[16374/29611] record 84276: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.9s, total 3.1s)
[16375/29611] record 84277: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 3.4s, total 3.7s)
[16376/29611] record 84278: q=0.00 sunset=False conf=1.00  (dl 0.1s, api 66.9s, total 67.1s)
[16377/29611] record 84279: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[16378/29611] record 84280: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.4s, total 3.6s)
[16379/29611] record 84281: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 3.1s, total 3.3s)
[16380/29611] record 84282: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.7s, total 3.9s)
[16381/29611] record 84283: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.3s, total 4.4s)
[16382/29611] record 84284: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.9s, total 4.1s)
[16383/29611] record 84285: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.1s, total 4.4s)
[16384/29611] record 84286: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.7s, total 2.9s)
[16385/29611] record 84287: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.2s)
[16386/29611] record 84288: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.3s, total 3.4s)
[16387/29611] record 84289: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.4s, total 2.6s)
[16388/29611] record 84290: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.3s, total 2.6s)
[16389/29611] record 84291: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.4s, total 3.6s)
[16390/29611] record 84292: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 2.9s, total 3.1s)
[16391/29611] record 84293: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[16392/29611] record 84294: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.7s, total 2.9s)
[16393/29611] record 84295: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 4.0s, total 4.2s)
[16394/29611] record 84296: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.5s, total 3.6s)
[16395/29611] record 84297: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.6s, total 3.8s)
[16396/29611] record 84298: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.4s, total 3.6s)
[16397/29611] record 84299: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[16398/29611] record 84300: q=0.00 sunset=False conf=1.00  (dl 0.1s, api 2.5s, total 2.7s)
[16399/29611] record 84301: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.7s, total 3.9s)
[16400/29611] record 84302: q=0.00 sunset=False conf=0.95  (dl 0.4s, api 5.2s, total 5.6s)
[16401/29611] record 84303: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 2.9s, total 3.1s)
[16402/29611] record 84304: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[16403/29611] record 84305: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 2.9s, total 3.0s)
[16404/29611] record 84306: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.4s)
[16405/29611] record 84307: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 3.1s, total 3.3s)
[16406/29611] record 84308: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 3.3s, total 3.5s)
[16407/29611] record 84309: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.3s, total 2.5s)
[16408/29611] record 84310: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.7s, total 3.9s)
[16409/29611] record 84311: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.4s, total 3.6s)
[16410/29611] record 84312: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[16411/29611] record 84313: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[16412/29611] record 84314: q=0.45 sunset=True conf=0.65  (dl 0.2s, api 3.8s, total 3.9s)
[16413/29611] record 84315: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 2.4s, total 2.8s)
[16414/29611] record 84316: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 2.9s, total 3.1s)
[16415/29611] record 84317: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.7s, total 3.9s)
[16416/29611] record 84318: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.4s, total 3.6s)
[16417/29611] record 84319: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.5s, total 2.7s)
[16418/29611] record 84320: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.1s, total 3.3s)
[16419/29611] record 84321: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[16420/29611] record 84322: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.8s, total 4.0s)
[16421/29611] record 84323: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.8s, total 4.0s)
[16422/29611] record 84324: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.4s)
[16423/29611] record 84325: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 5.2s, total 5.4s)
[16424/29611] record 84326: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.3s, total 3.5s)
[16425/29611] record 84327: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[16426/29611] record 84328: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 2.6s, total 2.9s)
[16427/29611] record 84329: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.6s, total 3.8s)
[16428/29611] record 84330: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.5s, total 2.6s)
[16429/29611] record 84331: q=0.35 sunset=True conf=0.70  (dl 0.4s, api 3.6s, total 3.9s)
[16430/29611] record 84332: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[16431/29611] record 84333: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.6s, total 4.7s)
[16432/29611] record 84334: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.3s, total 2.6s)
[16433/29611] record 84335: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 5.0s, total 5.2s)
[16434/29611] record 84336: q=0.82 sunset=True conf=0.85  (dl 0.2s, api 3.6s, total 3.8s)
[16435/29611] record 84337: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[16436/29611] record 84338: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 3.3s, total 3.6s)
[16437/29611] record 84339: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.1s, total 3.3s)
[16438/29611] record 84340: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 2.7s, total 2.9s)
[16439/29611] record 84341: q=0.00 sunset=False conf=1.00  (dl 0.3s, api 5.2s, total 5.5s)
[16440/29611] record 84342: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 49.6s, total 49.8s)
[16441/29611] record 84343: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 5.1s, total 5.2s)
[16442/29611] record 84344: q=0.45 sunset=True conf=0.75  (dl 0.3s, api 2.9s, total 3.2s)
[16443/29611] record 84345: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.1s)
[16444/29611] record 84346: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.3s, total 3.5s)
[16445/29611] record 84347: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.8s, total 5.0s)
[16446/29611] record 84348: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.2s, total 4.4s)
[16447/29611] record 84349: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[16448/29611] record 84350: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.8s, total 4.0s)
[16449/29611] record 84351: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 5.1s, total 5.4s)
[16450/29611] record 84352: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.3s, total 3.5s)
[16451/29611] record 84353: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.2s, total 3.4s)
[16452/29611] record 84354: q=0.00 sunset=False conf=0.95  (dl 0.1s, api 2.5s, total 2.7s)
[16453/29611] record 84355: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.3s, total 3.5s)
[16454/29611] record 84356: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.4s, total 3.5s)
[16455/29611] record 84357: q=0.25 sunset=True conf=0.70  (dl 0.2s, api 3.3s, total 3.5s)
[16456/29611] record 84358: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 6.9s, total 7.1s)
[16457/29611] record 84359: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 3.1s, total 3.3s)
[16458/29611] record 84360: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 3.6s, total 3.9s)
[16459/29611] record 84361: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 2.8s, total 3.1s)
[16460/29611] record 84362: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[16461/29611] record 84363: q=0.00 sunset=False conf=1.00  (dl 0.1s, api 2.6s, total 2.7s)
[16462/29611] record 84364: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.4s)
[16463/29611] record 84365: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[16464/29611] record 84366: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.7s, total 3.9s)
[16465/29611] record 84367: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 5.0s, total 5.1s)
[16466/29611] record 84368: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.1s, total 4.3s)
[16467/29611] record 84369: q=0.45 sunset=True conf=0.75  (dl 0.2s, api 3.7s, total 3.8s)
[16468/29611] record 84370: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 3.9s, total 4.1s)
[16469/29611] record 84371: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.0s, total 3.2s)
[16470/29611] record 84372: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[16471/29611] record 84373: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.8s, total 3.0s)
[16472/29611] record 84374: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.6s, total 3.8s)
[16473/29611] record 84375: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[16474/29611] record 84376: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 3.8s, total 4.0s)
[16475/29611] record 84377: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[16476/29611] record 84378: q=0.65 sunset=True conf=0.75  (dl 0.2s, api 3.0s, total 3.2s)
[16477/29611] record 84379: q=0.55 sunset=True conf=0.75  (dl 0.1s, api 3.7s, total 3.8s)
[16478/29611] record 84380: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 2.8s, total 3.0s)
[16479/29611] record 84381: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.4s, total 3.5s)
[16480/29611] record 84382: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.0s, total 3.1s)
[16481/29611] record 84383: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 3.7s, total 3.9s)
[16482/29611] record 84384: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 3.7s, total 3.9s)
[16483/29611] record 84385: q=0.72 sunset=True conf=0.85  (dl 0.2s, api 4.0s, total 4.2s)
[16484/29611] record 84386: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.8s, total 4.0s)
[16485/29611] record 84387: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.8s, total 4.0s)
[16486/29611] record 84388: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.2s, total 3.3s)
[16487/29611] record 84389: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 4.2s, total 4.4s)
[16488/29611] record 84390: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.4s, total 3.6s)
[16489/29611] record 84391: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.9s, total 3.2s)
[16490/29611] record 84392: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 5.1s, total 5.2s)
[16491/29611] record 84393: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.3s, total 3.5s)
[16492/29611] record 84394: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 4.1s, total 4.3s)
[16493/29611] record 84395: q=0.65 sunset=True conf=0.75  (dl 0.3s, api 3.9s, total 4.2s)
[16494/29611] record 84396: q=0.45 sunset=True conf=0.70  (dl 0.2s, api 3.6s, total 3.8s)
[16495/29611] record 84397: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 6.4s, total 6.6s)
[16496/29611] record 84398: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 2.9s, total 3.2s)
[16497/29611] record 84399: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.4s, total 3.5s)
[16498/29611] record 84400: q=0.35 sunset=True conf=0.70  (dl 0.2s, api 2.9s, total 3.1s)
[16499/29611] record 84401: q=0.00 sunset=False conf=0.95  (dl 0.3s, api 3.2s, total 3.5s)
[16500/29611] record 84402: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.8s, total 4.0s)
[16501/29611] record 84403: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.4s, total 3.6s)
[16502/29611] record 84404: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.6s, total 3.8s)
[16503/29611] record 84405: q=0.00 sunset=False conf=1.00  (dl 0.1s, api 3.6s, total 3.8s)
[16504/29611] record 84406: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[16505/29611] record 84407: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.5s, total 3.7s)
[16506/29611] record 84408: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 5.2s, total 5.4s)
[16507/29611] record 84409: q=0.00 sunset=False conf=1.00  (dl 0.1s, api 3.5s, total 3.7s)
[16508/29611] record 84410: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.4s, total 2.5s)
[16509/29611] record 84411: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 3.8s, total 4.0s)
[16510/29611] record 84412: q=0.00 sunset=False conf=1.00  (dl 0.2s, api 2.9s, total 3.1s)
[16511/29611] record 84413: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.2s, total 3.4s)
[16512/29611] record 84414: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 5.4s, total 5.6s)
[16513/29611] record 84415: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.1s, total 3.3s)
[16514/29611] record 84416: q=0.55 sunset=True conf=0.75  (dl 0.2s, api 3.9s, total 4.1s)
[16515/29611] record 84417: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.0s, total 3.2s)
[16516/29611] record 84418: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 3.9s, total 4.1s)
[16517/29611] record 84419: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 7.7s, total 7.8s)
[16518/29611] record 84420: q=0.00 sunset=False conf=0.95  (dl 0.2s, api 2.7s, total 2.9s)
[16519/29611] record 84421: q=0.35 sunset=True conf=0.75  (dl 0.2s, api 3.2s, total 3.4s)
